Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2023-09-21,"Double Crack",5.8,,https://www.mountainproject.com/route/105806583/double-crack,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.6,-1,Follow,,Trad,,150,2100
2023-09-21,Sente,5.9,,https://www.mountainproject.com/route/105841798/sente,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.6,-1,Lead,Onsight,Trad,,90,2400
2023-09-21,"Thin Slabs / Thin Slabs Direct",5.7+,,https://www.mountainproject.com/route/105801058/thin-slabs-thin-slabs-direct,3,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.1,-1,Lead,Flash,Trad,,220,1900
2023-09-17,"Three Doves",5.8+,P1,https://www.mountainproject.com/route/105868264/three-doves,1,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.3,-1,Lead,Flash,Trad,,210,2200
2023-09-17,Limelight,5.7,"Led p2, nut city",https://www.mountainproject.com/route/105801563/limelight,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.3,-1,Lead,Onsight,Trad,,180,1800
2023-09-17,"Annie Oh!",5.8+,"p2 finish went to the left groove (need to try straight next time). Spooky flakes",https://www.mountainproject.com/route/105801570/annie-oh,1,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.4,-1,Lead,Onsight,Trad,,220,2200
2023-09-16,Maria,5.6,"Led p3 with yianni",https://www.mountainproject.com/route/105799774/maria,3,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.2,-1,Lead,,Trad,,220,1600
2023-09-16,"Strictly From Nowhere",5.7,"Link, with the juggy overhang finish on p2",https://www.mountainproject.com/route/105799704/strictly-from-nowhere,2,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",3.4,-1,Lead,Flash,Trad,,170,1800
2023-09-15,"Papa Bear",5.4,"Tr solo",https://www.mountainproject.com/route/108425148/papa-bear,1,"New York > Powerlinez > k. Tower Wall area > 5. Three Bears Wall",2.3,-1,TR,,"Trad, TR",,85,1400
2023-09-15,"Papa Bear",5.4,"Practiced jugging 2 pitches and hauling (1,3,5,9:1)",https://www.mountainproject.com/route/108425148/papa-bear,1,"New York > Powerlinez > k. Tower Wall area > 5. Three Bears Wall",2.3,-1,Follow,,"Trad, TR",,85,1400
2023-09-02,"Shipton's Voyage","5.4 PG13",,https://www.mountainproject.com/route/107207921/shiptons-voyage,1,"New York > Adirondacks > B: Chapel Pond Pass > Shipton's Arete",2.5,-1,Lead,Flash,Trad,,100,1400
2023-09-02,"No Picnic","5.6 R",,https://www.mountainproject.com/route/107207986/no-picnic,1,"New York > Adirondacks > B: Chapel Pond Pass > Shipton's Arete",1.7,2,TR,,Trad,,90,1600
2023-09-02,"Tilman's Arete",5.7,"Link pitches. Last climb of 18 total pitches this day :)",https://www.mountainproject.com/route/106819561/tilmans-arete,2,"New York > Adirondacks > B: Chapel Pond Pass > Tilman's Arete",3.3,4,Lead,Onsight,Trad,"5.7 PG13",150,1800
2023-09-02,"Regular Route","5.5 PG13","Link up w/ bobs knob after",https://www.mountainproject.com/route/106411030/regular-route,8,"New York > Adirondacks > B: Chapel Pond Pass > Chapel Pond Slab",3.5,-1,Solo,,Trad,,700,1500
2023-09-02,"Bob's Knob Standard",5.3,Yianni,https://www.mountainproject.com/route/106823863/bobs-knob-standard,6,"New York > Adirondacks > B: Chapel Pond Pass > Chapel Pond Slab",2.4,-1,Solo,,Trad,,840,1300
2023-09-01,"Bob's Knob Standard",5.3,"Morning solo, coffee with new friends on top",https://www.mountainproject.com/route/106823863/bobs-knob-standard,6,"New York > Adirondacks > B: Chapel Pond Pass > Chapel Pond Slab",2.4,-1,Solo,,Trad,,840,1300
2023-08-27,"Martin's Fall","5.6 PG13",,https://www.mountainproject.com/route/109052591/martins-fall,2,"New Jersey > a. NorthWest > Delaware Water Gap NRA > Mt.Tammany > m. The Great Arch",2.4,3,Lead,Onsight,Trad,,180,1600
2023-08-26,"Class Four Ramp",5.1,,https://www.mountainproject.com/route/115789315/class-four-ramp,1,"New Jersey > a. NorthWest > Delaware Water Gap NRA > Mt.Tammany > f. Class Four Ramp Area",1.4,2,Solo,,Trad,,160,1100
2023-08-26,Tanemund,"5.6 PG13",Link,https://www.mountainproject.com/route/106411623/tanemund,2,"New Jersey > a. NorthWest > Delaware Water Gap NRA > Mt.Tammany > i. Triumverate Wall",2.7,-1,Lead,Flash,Trad,,,1600
2023-08-26,"The Rib",5.3,,https://www.mountainproject.com/route/106411652/the-rib,2,"New Jersey > a. NorthWest > Delaware Water Gap NRA > Mt.Tammany > i. Triumverate Wall",3.1,-1,Follow,,Trad,,200,1300
2023-08-21,"Easily Amused",5.7,"w/ rubicon",https://www.mountainproject.com/route/105966659/easily-amused,1,"New Hampshire > *Rumney > The Parking Lot Wall",1.7,-1,Lead,Flash,Sport,,,1800
2023-08-21,Espresso,5.10d,"little wet",https://www.mountainproject.com/route/105898433/espresso,1,"New Hampshire > *Rumney > The Parking Lot Wall",3.1,-1,Lead,Fell/Hung,Sport,,60,3500
2023-08-21,Rubicon,5.10b/c,":( bring a brush, chalk. bump r hand from sharp hold",https://www.mountainproject.com/route/106573480/rubicon,1,"New Hampshire > *Rumney > The Parking Lot Wall",2.0,-1,Lead,Fell/Hung,Sport,,40,3100
2023-08-20,"Holderness School Corner",5.8,,https://www.mountainproject.com/route/105962946/holderness-school-corner,1,"New Hampshire > *Rumney > The Meadows > Holderness Corner",3.0,-1,Lead,Flash,Trad,,,2100
2023-08-20,"Bolt Line",5.8,,https://www.mountainproject.com/route/105923805/bolt-line,1,"New Hampshire > *Rumney > The Meadows > Center Section",2.5,-1,Follow,,Sport,,70,2100
2023-08-20,"Beginner's Route",5.5,,https://www.mountainproject.com/route/105908648/beginners-route,1,"New Hampshire > *Rumney > The Meadows > Center Section",2.6,-1,Lead,Flash,Trad,,,1500
2023-08-20,"Model Citizen",5.6,"led P2. night climb",https://www.mountainproject.com/route/111862143/model-citizen,2,"New Hampshire > *Rumney > Main Cliff Right",2.7,-1,Lead,Flash,Sport,,115,1600
2023-08-19,"Idiot's Deluxe",5.10c/d,"look for good jug on rail",https://www.mountainproject.com/route/106254851/idiots-deluxe,1,"New Hampshire > *Rumney > The Parking Lot Wall",2.9,-1,Lead,Fell/Hung,Sport,,,3400
2023-08-19,"Curly for President",5.9-,,https://www.mountainproject.com/route/106254868/curly-for-president,1,"New Hampshire > *Rumney > The Parking Lot Wall",2.7,-1,Lead,Flash,Sport,,,2300
2023-08-19,"Holderness Arete",5.10b,,https://www.mountainproject.com/route/105962956/holderness-arete,1,"New Hampshire > *Rumney > The Meadows > Holderness Corner",2.5,-1,Lead,Redpoint,Sport,,,2900
2023-08-19,"Holderness Arete",5.10b,,https://www.mountainproject.com/route/105962956/holderness-arete,1,"New Hampshire > *Rumney > The Meadows > Holderness Corner",2.5,-1,Lead,Fell/Hung,Sport,,,2900
2023-08-19,"Mr. Popular",5.10a,,https://www.mountainproject.com/route/105961395/mr-popular,1,"New Hampshire > *Rumney > The Meadows > No Money Down (Left)",1.9,-1,Lead,Redpoint,Sport,,,2600
2023-08-19,Repossession,5.10a,,https://www.mountainproject.com/route/106057598/repossession,1,"New Hampshire > *Rumney > The Meadows > No Money Down (Left)",1.6,-1,Lead,Redpoint,Sport,,,2600
2023-08-19,Repossession,5.10a,,https://www.mountainproject.com/route/106057598/repossession,1,"New Hampshire > *Rumney > The Meadows > No Money Down (Left)",1.6,-1,Lead,Fell/Hung,Sport,,,2600
2023-08-13,"Son of Easy O",5.8,"Best 8 so far ",https://www.mountainproject.com/route/105821512/son-of-easy-o,2,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.8,4,Lead,Flash,Trad,,170,2100
2023-08-13,"Twisted Sister",5.8,,https://www.mountainproject.com/route/106511503/twisted-sister,1,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",2.2,3,Lead,Onsight,Trad,,200,2100
2023-08-13,RMC,5.5,,https://www.mountainproject.com/route/106134054/rmc,2,"New York > The Gunks > The Trapps > b. Jackie and friends",2.6,-1,Follow,,Trad,,180,1500
2023-08-06,"Radcliffe Descent",4th,"End of day scramble and then down uberfall ",https://www.mountainproject.com/route/112062144/radcliffe-descent,1,"New York > The Gunks > The Trapps > b. Jackie and friends",2.5,-1,Solo,,Trad,,80,900
2023-08-06,"Pas de Deux",5.8,,https://www.mountainproject.com/route/105829283/pas-de-deux,1,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",2.6,-1,Lead,Onsight,Trad,,90,2100
2023-08-06,"Higher Stannard",5.9-,"Love that slab",https://www.mountainproject.com/route/105799128/higher-stannard,1,"New York > The Gunks > The Trapps > e. The Mac Wall (Something Interesting)",3.1,-1,Lead,Flash,Trad,,200,2300
2023-08-06,"Birdie Party",5.10b,"P1 5.8",https://www.mountainproject.com/route/106106801/birdie-party,1,"New York > The Gunks > The Trapps > e. The Mac Wall (Something Interesting)",3.2,-1,Lead,,Trad,,200,2900
2023-07-27,"I Wanna Go Home",5.9,Linked,https://www.mountainproject.com/route/105853976/i-wanna-go-home,2,"Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Far Side > Neverland > (d) Lost Boys",2.1,-1,Lead,Flash,Sport,,115,2400
2023-07-27,"The Plank",5.10a,P2,https://www.mountainproject.com/route/105854030/the-plank,3,"Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Far Side > Neverland > (d) Lost Boys",2.9,-1,Lead,,Sport,,200,2600
2023-07-25,"Prime Rib",5.9-,"W/ DB. Alpine drawss",https://www.mountainproject.com/route/107730934/prime-rib,11,"Washington > Okanogan > Mazama > Goat Wall",2.8,-1,Lead,Flash,Sport,,1300,2300
2023-07-24,"Blood Blister",5.10a,,https://www.mountainproject.com/route/106260070/blood-blister,1,"Washington > Central Region > Frenchman Coulee (Vantage) > The Feathers > The North Side",2.4,-1,Lead,Flash,Sport,,60,2600
2023-07-07,"Small Wall Left",V0,,https://www.mountainproject.com/route/113868288/small-wall-left,1,"New York > New York City > Central Park > Rat Rock > East Face",2.0,-1,Flash,,Boulder,,,20008
2023-07-07,"Rat Hole","5.5 V0-",,https://www.mountainproject.com/route/113868267/rat-hole,1,"New York > New York City > Central Park > Rat Rock > East Face",1.4,-1,Flash,,Boulder,,,1500
2023-07-07,"The Horn",V0,"& easy overhang V0",https://www.mountainproject.com/route/113698869/the-horn,2,"New York > New York City > Central Park > Rat Rock > East Face",2.3,-1,,,Boulder,,12,20008
2023-07-07,"The Flake",V0-1,,https://www.mountainproject.com/route/106971393/the-flake,1,"New York > New York City > Central Park > Rat Rock > East Face",2.8,-1,Send,,Boulder,,12,20050
2023-07-07,"Somewhere Over The Rainbow",V1,,https://www.mountainproject.com/route/118692235/somewhere-over-the-rainbow,1,"New York > New York City > Central Park > North Shore Boulder",2.0,-1,Send,,Boulder,,10,20100
2023-07-07,"No Place Like Home",V1,,https://www.mountainproject.com/route/119479526/no-place-like-home,1,"New York > New York City > Central Park > North Shore Boulder",2.5,-1,Send,,Boulder,,6,20100
2023-07-07,"Split Peas",V1,,https://www.mountainproject.com/route/111958251/split-peas,1,"New York > New York City > Central Park > Split Rock",1.7,-1,Send,,Boulder,,,20100
2023-07-07,"Don't Forget the Crimp",V0,,https://www.mountainproject.com/route/119819354/dont-forget-the-crimp,1,"New York > New York City > Central Park > Rainy Day",2.5,-1,Flash,,Boulder,,,20008
2023-07-06,"Warm December",5.3,,https://www.mountainproject.com/route/112251942/warm-december,1,"New York > Powerlinez > m. Picatinny > 3. Scheyichbi",3.0,-1,Solo,,"Trad, TR",,40,1300
2023-07-06,"West Dihedral",5.5,,https://www.mountainproject.com/route/112251949/west-dihedral,1,"New York > Powerlinez > m. Picatinny > 3. Scheyichbi",2.5,-1,Solo,,TR,,35,1500
2023-07-06,"Bryn Mawr",5.4,,https://www.mountainproject.com/route/112252071/bryn-mawr,1,"New York > Powerlinez > m. Picatinny > 1. Manayunk",2.3,-1,Solo,,"Trad, TR",,40,1400
2023-07-06,Freeback,5.3,,https://www.mountainproject.com/route/112382020/freeback,3,"New York > Powerlinez > m. Picatinny > 5. Wichquawanck",2.5,-1,Solo,,TR,,30,1300
2023-07-06,"Baby Bear",5.4,,https://www.mountainproject.com/route/109564880/baby-bear,1,"New York > Powerlinez > k. Tower Wall area > 5. Three Bears Wall",2.0,-1,Solo,,"Trad, TR",,85,1400
2023-07-06,"Elmer Fudd",5.3,"Also climbed thin crack to the right. ",https://www.mountainproject.com/route/109522469/elmer-fudd,1,"New York > Powerlinez > b. The Swath > High Electricity",2.0,-1,Solo,,TR,,20,1300
2023-07-06,"Elmer Fudd",5.3,,https://www.mountainproject.com/route/109522469/elmer-fudd,1,"New York > Powerlinez > b. The Swath > High Electricity",2.0,-1,Solo,,TR,,20,1300
2023-07-06,"Yosemite Sam",5.5,,https://www.mountainproject.com/route/109522313/yosemite-sam,1,"New York > Powerlinez > b. The Swath > High Electricity",2.5,-1,Solo,,TR,,20,1500
2023-06-28,"Nice Crack Climb",5.7,,https://www.mountainproject.com/route/106133727/nice-crack-climb,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",2.2,-1,TR,,Trad,,70,1800
2023-06-28,"Black Fly",5.5,,https://www.mountainproject.com/route/106803063/black-fly,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",2.1,-1,Lead,Flash,Trad,,60,1500
2023-06-28,"Easy Keyhole",5.3,"Pouring rain",https://www.mountainproject.com/route/106437310/easy-keyhole,2,"New York > The Gunks > The Trapps > a1. The Uberfall - left",1.8,3,Lead,,Trad,,,1300
2023-06-28,Eyesore,5.6,,https://www.mountainproject.com/route/108445716/eyesore,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",2.4,-1,Lead,Flash,Trad,,100,1600
2023-06-25,Cakewalk,5.7,,https://www.mountainproject.com/route/106238205/cakewalk,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.7,-1,Lead,Flash,Trad,,110,1800
2023-06-25,Absurdland,5.8+,,https://www.mountainproject.com/route/105799190/absurdland,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.1,-1,Lead,Flash,Trad,,100,2200
2023-06-25,Raunchy,5.8,,https://www.mountainproject.com/route/105884378/raunchy,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.6,-1,Lead,,Trad,,80,2100
2023-06-25,"Madame Grunnebaum's Wulst",5.6,"Linked & Led p2,3",https://www.mountainproject.com/route/105799697/madame-grunnebaums-wulst,3,"New York > The Gunks > The Trapps > f. The Guides' Wall (Madame G's)",3.8,-1,Lead,Flash,Trad,,210,1600
2023-06-25,Minty,5.4,"Led p2",https://www.mountainproject.com/route/105800326/minty,3,"New York > The Gunks > The Trapps > f. The Guides' Wall (Madame G's)",3.0,-1,Lead,,Trad,,250,1400
2023-06-18,"Amarillo Sunset",5.11b,,https://www.mountainproject.com/route/106286394/amarillo-sunset,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > North 40",3.9,-1,Lead,Pinkpoint,Sport,,65,4900
2023-06-17,Eureka,5.6,,https://www.mountainproject.com/route/105880926/eureka,1,"Kentucky > Red River Gorge > Natural Bridge Region > Global Village",3.6,-1,Lead,Onsight,Sport,,70,1600
2023-06-17,"Kentucky Pinstripe",5.10a,,https://www.mountainproject.com/route/105880920/kentucky-pinstripe,1,"Kentucky > Red River Gorge > Natural Bridge Region > Global Village",2.8,-1,Lead,Flash,Sport,,80,2600
2023-06-17,"Dog Fight (a.k.a. Circa Man)",5.10d,,https://www.mountainproject.com/route/107622069/dog-fight-aka-circa-man,1,"Kentucky > Red River Gorge > Natural Bridge Region > Global Village",2.8,-1,Lead,Fell/Hung,Sport,,60,3500
2023-06-17,"Out For Justice",5.11c,,https://www.mountainproject.com/route/106123164/out-for-justice,1,"Kentucky > Red River Gorge > Natural Bridge Region > Global Village",3.6,-1,Lead,Fell/Hung,Sport,,65,5200
2023-06-17,"Casual Viewing",5.7,,https://www.mountainproject.com/route/105878287/casual-viewing,1,"Kentucky > Red River Gorge > Natural Bridge Region > Global Village",3.5,-1,Lead,Flash,Trad,,70,1800
2023-06-16,Audie,5.8,,https://www.mountainproject.com/route/106885721/audie,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Shire",2.7,-1,Lead,Flash,Sport,,35,2100
2023-06-16,Pee-Wee,5.7,,https://www.mountainproject.com/route/107807554/pee-wee,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Shire",1.8,-1,Lead,Onsight,Sport,,35,1800
2023-06-16,"Amarillo Sunset",5.11b,,https://www.mountainproject.com/route/106286394/amarillo-sunset,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > North 40",3.9,-1,Lead,Fell/Hung,Sport,,65,4900
2023-06-16,"Miranda Rayne",5.9,,https://www.mountainproject.com/route/106885726/miranda-rayne,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Shire",3.1,-1,Lead,Onsight,Sport,,60,2400
2023-06-15,"The Last Supper",5.11a,"Big undercling at crux",https://www.mountainproject.com/route/119365746/the-last-supper,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery",3.5,-1,Lead,Fell/Hung,Sport,,90,4600
2023-06-15,"A Brief History of Climb",5.10b,,https://www.mountainproject.com/route/106125070/a-brief-history-of-climb,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery",3.7,-1,Lead,Flash,Sport,,75,2900
2023-06-15,"Johnny B. Good",5.11a,,https://www.mountainproject.com/route/106154626/johnny-b-good,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery",3.4,-1,Lead,Flash,Sport,,80,4600
2023-06-15,"27 Years of Climbing",5.8,,https://www.mountainproject.com/route/106125099/27-years-of-climbing,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery",3.6,-1,Lead,Flash,Sport,,65,2100
2023-06-15,"The King Lives On...",5.10b,,https://www.mountainproject.com/route/106125110/the-king-lives-on,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery",2.7,-1,Lead,Flash,Sport,,80,2900
2023-06-14,Kinesthetica,5.10c,,https://www.mountainproject.com/route/105987545/kinesthetica,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia",3.6,-1,Lead,Flash,Sport,,90,3200
2023-06-14,G-String,5.11a,,https://www.mountainproject.com/route/106711554/g-string,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia",3.4,-1,Lead,Fell/Hung,Sport,,80,4600
2023-06-14,"Layback and Enjoy It",5.10d,,https://www.mountainproject.com/route/106138623/layback-and-enjoy-it,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia",2.9,-1,Lead,Flash,Sport,,60,3500
2023-06-14,"The Good Book",5.10a,,https://www.mountainproject.com/route/106875873/the-good-book,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia",2.5,-1,Lead,Flash,Sport,,60,2600
2023-06-14,"Decameron, The",5.10b,,https://www.mountainproject.com/route/106184767/decameron-the,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia",3.6,-1,Lead,Fell/Hung,Sport,,90,2900
2023-06-13,"Geisha Girl",5.8,,https://www.mountainproject.com/route/106138127/geisha-girl,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia",3.1,-1,Lead,Flash,Sport,,95,2100
2023-06-13,"Mrs. Field's Follies",5.8,,https://www.mountainproject.com/route/106138609/mrs-fields-follies,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia",3.5,-1,Lead,Flash,Sport,,95,2100
2023-06-13,"Badass Tattoo",5.10b,,https://www.mountainproject.com/route/106418047/badass-tattoo,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia",3.2,-1,Lead,Flash,Sport,,90,2900
2023-06-11,"Punchin' The Clock",5.11b,"High l foot, reach to l jug",https://www.mountainproject.com/route/106058329/punchin-the-clock,1,"Colorado > Carbondale Area > The Narrows > The Front Porch",2.7,-1,Lead,Fell/Hung,Sport,,60,4900
2023-06-11,"Party At Your Mama's House",5.10,,https://www.mountainproject.com/route/106058283/party-at-your-mamas-house,1,"Colorado > Carbondale Area > The Narrows > The Front Porch",2.7,-1,Lead,Fell/Hung,Sport,,75,3000
2023-06-11,"Back From The Dead",5.11-,,https://www.mountainproject.com/route/106158293/back-from-the-dead,1,"Colorado > Carbondale Area > The Narrows > The Front Porch",2.9,-1,Lead,Redpoint,Sport,,70,4700
2023-06-11,"Back From The Dead",5.11-,,https://www.mountainproject.com/route/106158293/back-from-the-dead,1,"Colorado > Carbondale Area > The Narrows > The Front Porch",2.9,-1,Lead,Fell/Hung,Sport,,70,4700
2023-06-11,"Slice and Dice",5.10d,,https://www.mountainproject.com/route/106058340/slice-and-dice,1,"Colorado > Carbondale Area > The Narrows > The Front Porch",2.7,-1,Lead,Redpoint,Sport,,50,3500
2023-06-09,"Snow Dragon Here",5.10b,P1,https://www.mountainproject.com/route/124375205/snow-dragon-here,1,"Colorado > Independence Pass > Classy Cliff Area > Dragon Rock",2.0,2,Lead,Fell/Hung,Sport,5.10b,65,2900
2023-06-09,"One for the Road",5.10c,,https://www.mountainproject.com/route/106198064/one-for-the-road,1,"Colorado > Independence Pass > Grotto Walls Area > Lower Grotto Wall",2.7,-1,TR,,Sport,,80,3200
2023-06-09,"Twin Cracks",5.8,,https://www.mountainproject.com/route/105925833/twin-cracks,1,"Colorado > Independence Pass > Grotto Walls Area > Lower Grotto Wall",3.1,-1,Follow,,Trad,,200,2100
2023-06-09,"Stranger Than Fiction",5.9,,https://www.mountainproject.com/route/106464481/stranger-than-fiction,1,"Colorado > Independence Pass > Grotto Walls Area > Lower Grotto Wall",2.1,-1,Lead,Flash,"Trad, Sport",,80,2400
2023-06-06,"Edge of Time",5.8,,https://www.mountainproject.com/route/107701375/edge-of-time,1,"Colorado > Independence Pass > Classy Cliff Area > Classy Cliff",2.9,-1,TR,,Trad,,65,2100
2023-06-06,"Time Bandit",5.10a,,https://www.mountainproject.com/route/107759761/time-bandit,1,"Colorado > Independence Pass > Classy Cliff Area > Classy Cliff",2.3,-1,TR,,Sport,,60,2600
2023-06-06,"Time Bandit",5.10a,,https://www.mountainproject.com/route/107759761/time-bandit,1,"Colorado > Independence Pass > Classy Cliff Area > Classy Cliff",2.3,-1,Lead,Flash,Sport,,60,2600
2023-06-06,"Slice of Lime",5.10a,"A0 at the start",https://www.mountainproject.com/route/108125792/slice-of-lime,1,"Colorado > Independence Pass > Classy Cliff Area > Classy Cliff",2.0,-1,Lead,Fell/Hung,Sport,,50,2600
2023-06-04,"Nose Picking Good",5.8+,,https://www.mountainproject.com/route/107212605/nose-picking-good,1,"Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude",1.7,-1,Lead,Flash,Sport,,35,2200
2023-06-04,"Girls With Guns",5.10d,,https://www.mountainproject.com/route/106956500/girls-with-guns,1,"Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude",3.4,-1,TR,,Sport,,75,3500
2023-06-04,"Girls With Guns",5.10d,,https://www.mountainproject.com/route/106956500/girls-with-guns,1,"Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude",3.4,-1,Lead,Flash,Sport,,75,3500
2023-06-04,"Mashed Potatoes",5.9,,https://www.mountainproject.com/route/113748514/mashed-potatoes,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",2.6,-1,Lead,Onsight,Sport,,70,2400
2023-06-04,"Giblet Gravy",5.10b,,https://www.mountainproject.com/route/107889556/giblet-gravy,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",2.7,-1,Lead,Onsight,Sport,,50,2900
2023-06-04,"Freshly Shorn",5.11a,"Cheated at crux",https://www.mountainproject.com/route/116713835/freshly-shorn,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",2.6,-1,Lead,Fell/Hung,Sport,,60,4600
2023-06-04,Bladerunner,5.10d,,https://www.mountainproject.com/route/116080524/bladerunner,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",3.1,-1,Lead,Flash,Sport,,,3500
2023-06-04,Buggery,5.9,,https://www.mountainproject.com/route/114426285/buggery,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",2.9,-1,Lead,Onsight,Sport,,55,2400
2023-06-04,"Velcro Glove",5.10c,,https://www.mountainproject.com/route/114426332/velcro-glove,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",3.5,-1,Lead,Flash,Sport,,70,3200
2023-06-04,"Big Kitty",5.10b,,https://www.mountainproject.com/route/114425461/big-kitty,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",2.8,-1,Lead,Onsight,Sport,,55,2900
2023-06-01,"Choss Warfare",5.10a,,https://www.mountainproject.com/route/106058348/choss-warfare,1,"Colorado > Carbondale Area > The Narrows > The Front Porch",2.0,-1,Lead,Flash,Sport,,50,2600
2023-06-01,"Slice and Dice",5.10d,,https://www.mountainproject.com/route/106058340/slice-and-dice,1,"Colorado > Carbondale Area > The Narrows > The Front Porch",2.7,-1,TR,,Sport,,50,3500
2023-06-01,"Back From The Dead",5.11-,"Tronsight, great one",https://www.mountainproject.com/route/106158293/back-from-the-dead,1,"Colorado > Carbondale Area > The Narrows > The Front Porch",2.9,-1,TR,,Sport,,70,4700
2023-06-01,"Party At Your Mama's House",5.10,,https://www.mountainproject.com/route/106058283/party-at-your-mamas-house,1,"Colorado > Carbondale Area > The Narrows > The Front Porch",2.7,-1,Lead,Flash,Sport,,75,3000
2023-05-30,Repent,5.10a/b,,https://www.mountainproject.com/route/114544556/repent,1,"Colorado > Independence Pass > Lincoln Creek > Campsite 5 Area > Monastery",2.2,-1,TR,,Sport,,50,2800
2023-05-30,Repent,5.10a/b,,https://www.mountainproject.com/route/114544556/repent,1,"Colorado > Independence Pass > Lincoln Creek > Campsite 5 Area > Monastery",2.2,-1,Lead,Fell/Hung,Sport,,50,2800
2023-05-30,5.9,5.8+,,https://www.mountainproject.com/route/114544531/59,1,"Colorado > Independence Pass > Lincoln Creek > Campsite 5 Area > Monastery",1.7,-1,Lead,Onsight,Sport,,50,2200
2023-05-30,"Deep Thought",5.10b,,https://www.mountainproject.com/route/114544516/deep-thought,1,"Colorado > Independence Pass > Lincoln Creek > Campsite 5 Area > Monastery",2.5,-1,TR,,Sport,,50,2900
2023-05-30,"Deep Thought",5.10b,,https://www.mountainproject.com/route/114544516/deep-thought,1,"Colorado > Independence Pass > Lincoln Creek > Campsite 5 Area > Monastery",2.5,-1,Lead,Onsight,Sport,,50,2900
2023-05-30,Silence,5.11a,,https://www.mountainproject.com/route/114544505/silence,1,"Colorado > Independence Pass > Lincoln Creek > Campsite 5 Area > Monastery",2.0,-1,TR,,Sport,,50,4600
2023-05-29,Subprime,5.11-,,https://www.mountainproject.com/route/107185457/subprime,1,"Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude",2.9,-1,Lead,Fell/Hung,Sport,,60,4700
